seq_id	superkingdom	kingdom	superphylum	phylum	subphylum	superclass	class	subclass	superorder	order	suborder	superfamily	family	subfamily	genus	subgenus	species 
b34657	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium lepraemurium
b34808	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium eburneum
b34809	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium eburneum
b34816	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium paragordonae
b34817	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium paragordonae
b10960	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b19750	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b19751	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b20461	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b21794	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b21795	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b26405	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b26406	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b27269	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b27289	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b27290	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b27560	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b27561	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b27671	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b27675	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b27702	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b27703	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28283	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28284	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28285	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28445	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28446	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides chelonae
b28447	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides chelonae
b28448	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28449	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28450	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28452	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28458	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28459	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28460	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28461	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28462	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28463	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28464	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b28623	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides chelonae
b29377	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides franklinii
b29392	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides saopaulense
b29450	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides chelonae
b29469	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides immunogenum
b29470	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides immunogenum
b30016	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	[Mycobacterium] stephanolepidis
b30901	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides salmoniphilum
b31442	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b31443	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b33474	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides chelonae
b33477	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b33479	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides franklinii
b33480	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides franklinii
b33927	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b33928	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides abscessus
b35033	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides franklinii
b35041	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides salmoniphilum
b35042	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides salmoniphilum
b35046	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides salmoniphilum
b35058	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacteroides	-	Mycobacteroides franklinii
b29498	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacillus	-	Mycolicibacillus trivialis
b29499	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacillus	-	Mycolicibacillus trivialis
b29521	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacillus	-	Mycolicibacillus koreensis
b29522	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacillus	-	Mycolicibacillus koreensis
b28719	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter heraklionensis
b28992	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter heraklionensis
b29370	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter kumamotonensis
b29374	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter arupensis
b29386	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter algericus
b29390	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter minnesotensis
b29436	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter longobardus
b29437	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter longobardus
b29438	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter terrae
b29439	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter terrae
b29487	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter nonchromogenicus
b29488	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter nonchromogenicus
b29489	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter hiberniae
b29490	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter hiberniae
b29491	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter engbaekii
b29492	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter engbaekii
b29508	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter senuensis
b30625	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter terrae
b33006	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter senuensis
b33007	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter senuensis
b33472	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter icosiumassiliensis
b33473	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter icosiumassiliensis
b33478	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter kumamotonensis
b34635	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter terrae
b34636	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter terrae
b34883	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter virginiensis
b34884	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacter	-	Mycolicibacter virginiensis
b8481	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium flavescens
b8819	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium vanbaalenii
b8820	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium vanbaalenii
b9535	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium smegmatis
b9536	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium smegmatis
b9537	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium smegmatis
b10142	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium gilvum
b10143	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium gilvum
b15853	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium chubuense
b19774	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium rhodesiae
b19776	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium rhodesiae
b19778	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium rhodesiae
b19951	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium thermoresistibile
b19952	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium thermoresistibile
b20401	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium tusciae
b20402	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium tusciae
b21109	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium vaccae
b21110	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium vaccae
b21112	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium fortuitum
b21113	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium fortuitum
b21495	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium hassiacum
b21496	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium hassiacum
b22751	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium smegmatis
b22752	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium smegmatis
b22753	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium smegmatis
b27263	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium smegmatis
b28624	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium porcinum
b28625	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium porcinum
b28707	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium conceptionense
b28980	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium conceptionense
b29188	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium litorale
b29189	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium litorale
b29329	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium phlei
b29345	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium rutilum
b29354	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium moriokaense
b29357	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium porcinum
b29358	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium parafortuitum
b29361	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium tusciae
b29362	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium tusciae
b29363	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium rhodesiae
b29364	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium chubuense
b29379	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium bacteremicum
b29383	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium monacense
b29384	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium elephantis
b29389	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium insubricum
b29394	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium celeriflavum
b29413	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium llatzerense
b29414	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium llatzerense
b29461	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium doricum
b29462	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium doricum
b29467	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium iranicum
b29468	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium iranicum
b29481	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium confluentis
b29482	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium confluentis
b29483	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium wolinskyi
b29484	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium wolinskyi
b29485	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium conceptionense
b29486	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium conceptionense
b29494	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium canariasense
b29495	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium canariasense
b29501	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium peregrinum
b29502	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium peregrinum
b29505	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium fallax
b30011	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycolicibacterium	-	Mycolicibacterium peregrinum
